ISBN-10,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,Published Date,Publisher,No. of Pages,Product URL
9.78033E+12,Book Not Found,,,,,,,,
9.78141E+12,Shadow Spell,Nora Roberts,ePUB,$16.99,$16.99,25-03-2014,"Little, Brown Book Group",352,https://www.booktopia.com.au/shadow-spell-nora-roberts/ebook/9781405517843.html
9.78077E+12,Unlocking Destinies From the Courts of Heaven Leader's Guide,Robert Henderson,Paperback,$28.5,$28.5,21-03-2017,,192,https://www.booktopia.com.au/unlocking-destinies-from-the-courts-of-heaven-leader-s-guide-robert-henderson/book/9780768413793.html
9.78075E+12,Sleepyhead,Mark Billingham,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",432,https://www.booktopia.com.au/sleepyhead-mark-billingham/ebook/9780748109531.html
9.78014E+12,Captain Hornblower R.N.,C.S. Forester,ePUB,$15.99,$15.99,01-01-2000,Penguin Books Ltd,576,https://www.booktopia.com.au/captain-hornblower-r-n--c-s-forester/ebook/9780141959153.html
9.78058E+12,The Final Empire,Brandon Sanderson,ePUB,$11.99,$11.99,30-03-2010,Orion,672,https://www.booktopia.com.au/the-final-empire-brandon-sanderson/ebook/9780575097742.html
9.78141E+12,Tenth of December,George Saunders,Paperback,$22.99,$20.4,01-12-2017,Bloomsbury,288,https://www.booktopia.com.au/tenth-of-december-george-saunders/book/9781408894811.html
9.78075E+12,The Dip,Seth Godin,ePUB,$11.99,$11.99,03-02-2011,"Little, Brown Book Group",96,https://www.booktopia.com.au/the-dip-seth-godin/ebook/9780748129270.html
9.78141E+12,Liberation Square,Gareth Rubin,ePUB,$15.99,$15.99,18-04-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/liberation-square-gareth-rubin/ebook/9781405930628.html
9.78096E+12,The Shack,William P. Young,ePUB,$19.99,$19.99,20-06-2008,Windblown Media,300,https://www.booktopia.com.au/the-shack-william-p-young/ebook/9780964729292.html
9.78075E+12,Red Carpets And Other Banana Skins,Rupert Everett,ePUB,$12.99,$12.99,04-09-2008,"Little, Brown Book Group",416,https://www.booktopia.com.au/red-carpets-and-other-banana-skins-rupert-everett/ebook/9780748109784.html
9.78131E+12,Book Not Found,,,,,,,,
9.78024E+12,It's Not OK to Feel Blue (and other lies),Scarlett Curtis,ePUB,$12.99,$12.99,03-10-2019,Penguin Random House Children's UK,576,https://www.booktopia.com.au/it-s-not-ok-to-feel-blue-and-other-lies--scarlett-curtis/ebook/9780241410967.html
9.78081E+12,Decline and Fall of the Roman Empire,Edward Gibbon; Gian Battista Piranesi; Daniel J. Boorstin,ePUB,$27.42,$21.99,28-01-2013,Random House Publishing Group,,https://www.booktopia.com.au/decline-and-fall-of-the-roman-empire-edward-gibbon/ebook/9780812984835.html
9.78074E+12,Mornings on Horseback,David McCullough,ePUB,$12.99,$12.99,31-05-2007,Simon & Schuster,448,https://www.booktopia.com.au/mornings-on-horseback-david-mccullough/ebook/9780743218306.html
9.78014E+12,Enemy of God,Bernard Cornwell,ePUB,$15.99,$15.99,01-11-2007,Penguin Books Ltd,496,https://www.booktopia.com.au/enemy-of-god-bernard-cornwell/ebook/9780141929125.html
9.78032E+12,Book Not Found,,,,,,,,
9.78014E+12,The Burning Maze (The Trials of Apollo Book 3),Rick Riordan,ePUB,$9.99,$9.99,01-05-2018,Penguin Random House Children's UK,528,https://www.booktopia.com.au/the-burning-maze-the-trials-of-apollo-book-3--rick-riordan/ebook/9780141364025.html
9.78006E+12,Gone,Michael Grant,ePUB,$9.99,$9.99,19-05-2009,HarperCollins,576,https://www.booktopia.com.au/gone-michael-grant/ebook/9780061909641.html
9.78014E+12,Book Not Found,,,,,,,,
9.78055E+12,The Dark Monk,Oliver Potzsch; Lee Chadeayne,Paperback with Flaps on Inside & Back Covers,$36,$32.4,12-06-2012,Houghton Mifflin,463,https://www.booktopia.com.au/the-dark-monk-oliver-potzsch/book/9780547807683.html
9.78014E+12,The Other Side of the Dale,Gervase Phinn,ePUB,$14.99,$14.99,01-01-2000,Penguin Books Ltd,288,https://www.booktopia.com.au/the-other-side-of-the-dale-gervase-phinn/ebook/9780141925165.html
9.78076E+12,Cross,James Patterson,ePUB,$12.99,$12.99,28-04-2011,Headline,321,https://www.booktopia.com.au/cross-james-patterson/ebook/9780755387120.html
9.78031E+12,Book Not Found,,,,,,,,
9.78083E+12,A Week in the Life of Corinth,Ben Witherington Ii,Paperback,$32.96,$32.96,30-03-2012,InterVarsity Press,159,https://www.booktopia.com.au/a-week-in-the-life-of-corinth-ben-witherington-ii/book/9780830839629.html
9.78076E+12,Centurion,Simon Scarrow,Paperback,$20.4,$20.4,01-08-2008,Headline,533,https://www.booktopia.com.au/centurion-simon-scarrow/book/9780755348367.html
9.78024E+12,The Master's Tools Will Never Dismantle the Master's House,Audre Lorde,ePUB,$1.99,$1.99,31-05-2018,Penguin Books Ltd,64,https://www.booktopia.com.au/the-master-s-tools-will-never-dismantle-the-master-s-house-audre-lorde/ebook/9780241339732.html
9.78014E+12,Can't Anyone Help Me?,Toni Maguire,ePUB,$14.99,$14.99,07-07-2011,Penguin Books Ltd,288,https://www.booktopia.com.au/can-t-anyone-help-me--toni-maguire/ebook/9780141966731.html
9.7814E+12,Book Not Found,,,,,,,,
9.78075E+12,The Dragon Reborn,Robert Jordan,ePUB,$12.99,$12.99,15-12-2009,"Little, Brown Book Group",704,https://www.booktopia.com.au/the-dragon-reborn-robert-jordan/ebook/9780748115365.html
9.78014E+12,The Diary of a Killer Cat,Anne Fine,ePUB,$9.99,$9.99,03-03-2011,Penguin Random House Children's UK,64,https://www.booktopia.com.au/the-diary-of-a-killer-cat-anne-fine/ebook/9780141971568.html
9.78049E+12,The Expression of the Emotions in Man and Animal,Charles Darwin,Paperback,$34.99,$28.5,01-03-2018,Dover Publications Inc.,416,https://www.booktopia.com.au/the-expression-of-the-emotions-in-man-and-animal-charles-darwin/book/9780486817316.html
9.78024E+12,Book Not Found,,,,,,,,
9.7811E+12,The Forgotten 500,Gregory A. Freeman,ePUB,$23.99,$19.99,02-09-2008,Penguin Publishing Group,336,https://www.booktopia.com.au/the-forgotten-500-gregory-a-freeman/ebook/9781101032343.html
9.78141E+12,The Bloody Chamber and Other Stories,Angela Carter; Helen Simpson,ePUB,$15.99,$15.99,31-10-2012,Random House,176,https://www.booktopia.com.au/the-bloody-chamber-and-other-stories-angela-carter/ebook/9781409015369.html
9.78001E+12,The Pale Horseman [TV Tie-in Edition],Bernard Cornwell,Paperback,$22.99,$20.4,21-09-2015,HarperCollins Publishers,432,https://www.booktopia.com.au/the-pale-horseman-tv-tie-in-edition--bernard-cornwell/book/9780008139483.html
9.78028E+12,Revelation for Everyone,Tom Wright,ePUB,$17.04,$13.99,15-11-2011,SPCK,256,https://www.booktopia.com.au/revelation-for-everyone-tom-wright/ebook/9780281064649.html
9.78014E+12,The Count of Monte Cristo,Alexandre Dumas; Robin Buss; Robin Buss,ePUB,$10.99,$10.99,27-03-2003,Penguin Books Ltd,1312,https://www.booktopia.com.au/the-count-of-monte-cristo-alexandre-dumas/ebook/9780141901251.html
9.78076E+12,Book Not Found,,,,,,,,
9.7803E+12,And Furthermore,Dame Judi Dench,ePUB,$11.99,$11.99,14-10-2010,Orion,320,https://www.booktopia.com.au/and-furthermore-dame-judi-dench/ebook/9780297859680.html
9.78014E+12,The Son of Neptune (Heroes of Olympus Book 2),Rick Riordan,ePUB,$9.99,$9.99,04-10-2011,Penguin Random House Children's UK,544,https://www.booktopia.com.au/the-son-of-neptune-heroes-of-olympus-book-2--rick-riordan/ebook/9780141967554.html
9.78031E+12,Book Not Found,,,,,,,,
9.78057E+12,Medusa,Michael Dibdin,ePUB,$13.19,$11.99,04-09-2008,Faber & Faber,384,https://www.booktopia.com.au/medusa-michael-dibdin/ebook/9780571246021.html
9.78014E+12,Quiet,Susan Cain,ePUB,$4.99,$4.99,29-03-2012,Penguin Books Ltd,352,https://www.booktopia.com.au/quiet-susan-cain/ebook/9780141970172.html
9.78141E+12,Never Tell,Catherine McCall,ePUB,$19.99,$19.99,01-04-2010,Ebury Publishing,288,https://www.booktopia.com.au/never-tell-catherine-mccall/ebook/9781407031088.html
9.78131E+12,Book Not Found,,,,,,,,
9.78031E+12,Book Not Found,,,,,,,,
9.78077E+12,The Dream Book,Stephanie Schureman,Paperback,$33.6,$33.6,19-03-2019,DESTINY IMAGE INC             ,272,https://www.booktopia.com.au/the-dream-book-stephanie-schureman/book/9780768419580.html
9.78083E+12,All Things New,Brian J. Tabb; D. A. Carson,Paperback,$55.75,$55.75,30-04-2019,IVP ACADEMIC                  ,280,https://www.booktopia.com.au/all-things-new-brian-j-tabb/book/9780830826490.html
9.78075E+12,Night Probe!,Clive Cussler,ePUB,$11.99,$11.99,17-09-2009,"Little, Brown Book Group",384,https://www.booktopia.com.au/night-probe--clive-cussler/ebook/9780748114368.html
9.78024E+12,Love is Blind,William Boyd,ePUB,$15.99,$15.99,20-09-2018,Penguin Books Ltd,296,https://www.booktopia.com.au/love-is-blind-william-boyd/ebook/9780241979785.html
9.78081E+12,Book Not Found,,,,,,,,
9.78054E+12,The Giver (Movie Tie-In Edition),Lois Lowry,Paperback,$22.75,$22.75,01-07-2014,Clarion Books,256,https://www.booktopia.com.au/the-giver-movie-tie-in-edition--lois-lowry/book/9780544340688.html
9.78075E+12,The Falls,Ian Rankin,Paperback,$22.99,$20.4,01-10-2008,Orion,512,https://www.booktopia.com.au/the-falls-ian-rankin/book/9780752883649.html
9.78141E+12,Double Cross,Malorie Blackman,ePUB,$9.99,$9.99,29-12-2008,Penguin Random House Children's UK,448,https://www.booktopia.com.au/double-cross-malorie-blackman/ebook/9781407044873.html
9.78033E+12,Book Not Found,,,,,,,,
9.7811E+12,Mrs. Lincoln's Dressmaker,Jennifer Chiaverini,ePUB,$25.7,$20.99,15-01-2013,Penguin Publishing Group,352,https://www.booktopia.com.au/mrs-lincoln-s-dressmaker-jennifer-chiaverini/ebook/9781101609644.html
9.78185E+12,Convenience Store Woman,Sayaka Murata; Ginny Tapley Takemori,Paperback,$22.99,$20.35,03-06-2019,Granta,176,https://www.booktopia.com.au/convenience-store-woman-sayaka-murata/book/9781846276842.html
9.78077E+12,All Systems Red,Martha Wells,ePUB,$6.22,$5.99,02-05-2017,Tor Publishing Group,,https://www.booktopia.com.au/all-systems-red-martha-wells/ebook/9780765397522.html
9.78086E+12,Horus Rising,Dan Abnett,ePUB,$13.99,$13.99,24-04-2014,Black Library,,https://www.booktopia.com.au/horus-rising-dan-abnett/ebook/9780857870216.html
9.78072E+12,The Sword Saint,C. F. Iggulden,ePUB,$15.99,$15.99,08-08-2019,Penguin Books Ltd,384,https://www.booktopia.com.au/the-sword-saint-c-f-iggulden/ebook/9780718186838.html
9.78081E+12,Book Not Found,,,,,,,,
9.78086E+12,Tribune of Rome,Robert Fabbri,ePUB,$3.99,$3.99,01-05-2011,Corvus,300,https://www.booktopia.com.au/tribune-of-rome-robert-fabbri/ebook/9780857894823.html
9.78074E+12,The Great Gatsby,F. Scott Fitzgerald,ePUB,$11.99,$11.99,27-05-2003,Scribner,165,https://www.booktopia.com.au/the-great-gatsby-f-scott-fitzgerald/ebook/9780743246392.html
9.78076E+12,The Essential Guide to Getting Your Book Published,Arielle Eckstut; David Henry Sterry,ePUB,$23.99,$23.99,11-11-2010,Workman Publishing Company,544,https://www.booktopia.com.au/the-essential-guide-to-getting-your-book-published-arielle-eckstut/ebook/9780761163985.html
9.78076E+12,Book Not Found,,,,,,,,
9.78141E+12,Night Broken,Patricia Briggs,ePUB,$11.99,$11.99,11-03-2014,"Little, Brown Book Group",352,https://www.booktopia.com.au/night-broken-patricia-briggs/ebook/9781405513487.html
9.78111E+12,Book Not Found,,,,,,,,
9.78096E+12,Book Not Found,,,,,,,,
9.7811E+12,Age of Swords,Michael J. Sullivan,ePUB,$14.66,$11.99,25-07-2017,Random House Worlds,,https://www.booktopia.com.au/age-of-swords-michael-j-sullivan/ebook/9781101965375.html
9.78024E+12,The Uninhabitable Earth,David Wallace-Wells,ePUB,$15.99,$15.99,19-02-2019,Penguin Books Ltd,208,https://www.booktopia.com.au/the-uninhabitable-earth-david-wallace-wells/ebook/9780241355237.html
9.78047E+12,The Rape of Nanking,Iris Chang,ePUB,$13.99,$13.99,11-03-2014,Basic Books,360,https://www.booktopia.com.au/the-rape-of-nanking-iris-chang/ebook/9780465028252.html
9.78024E+12,"Olive, Again",Elizabeth Strout,ePUB,$15.99,$15.99,31-10-2019,Penguin Books Ltd,272,https://www.booktopia.com.au/olive-again-elizabeth-strout/ebook/9780241985557.html
9.78075E+12,Northern Lights,Nora Roberts,Paperback,$22.99,$20.4,01-06-2009,Little Brown,576,https://www.booktopia.com.au/northern-lights-nora-roberts/book/9780749929695.html
9.78141E+12,Odessa Sea,Clive Cussler; Dirk Cussler,ePUB,$15.99,$15.99,17-11-2016,Penguin Books Ltd,480,https://www.booktopia.com.au/odessa-sea-clive-cussler/ebook/9781405927642.html
9.78086E+12,Manson,Jeff Guinn,ePUB,$13.99,$13.99,06-08-2013,Simon & Schuster UK,512,https://www.booktopia.com.au/manson-jeff-guinn/ebook/9780857208958.html
9.78077E+12,Book Not Found,,,,,,,,
9.78014E+12,Nudge,Richard H. Thaler; Cass R Sunstein,ePUB,$16.99,$16.99,04-10-2012,Penguin Books Ltd,320,https://www.booktopia.com.au/nudge-richard-h-thaler/ebook/9780141976105.html
9.78023E+12,Book Not Found,,,,,,,,
9.78031E+12,Book Not Found,,,,,,,,
9.78075E+12,A Crown Of Swords,Robert Jordan,ePUB,$12.99,$12.99,20-04-2010,"Little, Brown Book Group",784,https://www.booktopia.com.au/a-crown-of-swords-robert-jordan/ebook/9780748115402.html
9.78075E+12,Dead Beat,Jim Butcher,ePUB,$12.99,$12.99,04-03-2010,"Little, Brown Book Group",512,https://www.booktopia.com.au/dead-beat-jim-butcher/ebook/9780748116577.html
9.78075E+12,Bitten,Kelley Armstrong,ePUB,$11.99,$11.99,04-09-2008,"Little, Brown Book Group",464,https://www.booktopia.com.au/bitten-kelley-armstrong/ebook/9780748108596.html
9.78014E+12,The Heart of the Dales,Gervase Phinn,ePUB,$14.99,$14.99,26-06-2008,Penguin Books Ltd,400,https://www.booktopia.com.au/the-heart-of-the-dales-gervase-phinn/ebook/9780141902142.html
9.78153E+12,The Simple Truth,David Baldacci,Paperback,$17.99,$16.75,09-07-2019,Pan Macmillan UK,704,https://www.booktopia.com.au/the-simple-truth-david-baldacci/book/9781529003239.html
9.78075E+12,The Spider Network,David Enrich,ePUB,$18.99,$18.99,23-03-2017,Ebury Publishing,496,https://www.booktopia.com.au/the-spider-network-david-enrich/ebook/9780753552049.html
9.78039E+12,Monster Trucks!,Michael J Doolittle; Susan E. Goodman,ePUB,$8.79,$7.99,31-07-2013,Random House Children's Books,,https://www.booktopia.com.au/monster-trucks--michael-j-doolittle/ebook/9780385374675.html
9.78076E+12,The Essential Guide to Getting Your Book Published,Arielle Eckstut; David Henry Sterry,Paperback,$32.59,$32.59,04-11-2010,Workman,544,https://www.booktopia.com.au/the-essential-guide-to-getting-your-book-published-arielle-eckstut/book/9780761160854.html
9.78098E+12,The Millionaire Fastlane,MJ DeMarco,ePUB,$7.99,$7.99,18-03-2012,Viperion Publishing,336,https://www.booktopia.com.au/the-millionaire-fastlane-mj-demarco/ebook/9780984358113.html
9.78001E+12,Cut,Cathy Glass,ePUB,$12.99,$12.99,19-01-2009,HarperCollins Publishers,320,https://www.booktopia.com.au/cut-cathy-glass/ebook/9780007287154.html
9.78141E+12,Paddy Clarke Ha Ha Ha,Roddy Doyle,ePUB,$15.99,$15.99,23-02-2010,Random House,288,https://www.booktopia.com.au/paddy-clarke-ha-ha-ha-roddy-doyle/ebook/9781409021308.html
9.78128E+12,Book Not Found,,,,,,,,
9.78075E+12,My Kitchen Table,Gizzi Erskine,ePUB,$14.99,$14.99,05-01-2012,Ebury Publishing,208,https://www.booktopia.com.au/my-kitchen-table-gizzi-erskine/ebook/9780753548035.html
9.78079E+12,Hulk,Greg Pak; Carlo Pagulayan; Aaron Lopresti,ePUB,$36.66,$29.99,30-07-2014,Marvel Entertainment,,https://www.booktopia.com.au/hulk-greg-pak/ebook/9780785170624.html
9.78033E+12,Book Not Found,,,,,,,,
9.78141E+12,The Handsome Man's De Luxe Cafe,Alexander McCall Smith,ePUB,$11.99,$11.99,18-09-2014,"Little, Brown Book Group",256,https://www.booktopia.com.au/the-handsome-man-s-de-luxe-cafe-alexander-mccall-smith/ebook/9781405520607.html
9.78099E+12,Book Not Found,,,,,,,,
9.78058E+12,Last Argument Of Kings,Joe Abercrombie,ePUB,$12.99,$12.99,18-06-2009,Orion,544,https://www.booktopia.com.au/last-argument-of-kings-joe-abercrombie/ebook/9780575087873.html
9.78014E+12,Book Not Found,,,,,,,,
9.78024E+12,The 4 Pillar Plan,Dr Rangan Chatterjee,ePUB,$19.99,$19.99,28-12-2017,Penguin Books Ltd,272,https://www.booktopia.com.au/the-4-pillar-plan-dr-rangan-chatterjee/ebook/9780241303566.html
9.78076E+12,The Jump,Martina Cole,ePUB,$11.99,$11.99,04-09-2008,Headline,672,https://www.booktopia.com.au/the-jump-martina-cole/ebook/9780755350735.html
9.78055E+12,The Ludwig Conspiracy,Oliver P?tzsch,ePUB,$24.19,$19.99,21-11-2023,HarperCollins,448,https://www.booktopia.com.au/the-ludwig-conspiracy-oliver-p-tzsch/ebook/9780547740133.html
9.78014E+12,The Night Manager,John le Carr?,ePUB,$15.99,$15.99,07-11-2013,Penguin Books Ltd,480,https://www.booktopia.com.au/the-night-manager-john-le-carr-/ebook/9780141976266.html
9.78141E+12,The Oracle,Clive Cussler; Robin Burcell,ePUB,$14.99,$14.99,30-05-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/the-oracle-clive-cussler/ebook/9781405941082.html
9.78028E+12,Book Not Found,,,,,,,,
9.78023E+12,Book Not Found,,,,,,,,
9.78141E+12,Then She Vanishes,Claire Douglas,ePUB,$15.99,$15.99,27-06-2019,Penguin Books Ltd,400,https://www.booktopia.com.au/then-she-vanishes-claire-douglas/ebook/9781405932585.html
9.78076E+12,Praetorian (Eagles of the Empire 11),Simon Scarrow,ePUB,$12.99,$12.99,10-11-2011,Headline,340,https://www.booktopia.com.au/praetorian-eagles-of-the-empire-11--simon-scarrow/ebook/9780755357215.html
9.78035E+12,Who,Geoff Smart; Randy Street,ePUB,$17.14,$13.99,30-09-2008,Random House Publishing Group,,https://www.booktopia.com.au/who-geoff-smart/ebook/9780345510440.html
9.78147E+12,The Philosophy Book,DK,Paperback,$35.95,$35.95,21-02-2017,DK PUB INC                    ,352,https://www.booktopia.com.au/the-philosophy-book-dk/book/9781465458551.html
9.78014E+12,Back Home,Michelle Magorian,ePUB,$9.99,$9.99,01-01-2000,Penguin Random House Children's UK,384,https://www.booktopia.com.au/back-home-michelle-magorian/ebook/9780141907048.html
9.78014E+12,A History of the Bible,Dr John Barton,ePUB,$18.99,$18.99,04-04-2019,Penguin Books Ltd,640,https://www.booktopia.com.au/a-history-of-the-bible-dr-john-barton/ebook/9780141978512.html
9.78024E+12,"Black Leopard, Red Wolf",Marlon James,ePUB,$15.99,$15.99,05-02-2019,Penguin Books Ltd,640,https://www.booktopia.com.au/black-leopard-red-wolf-marlon-james/ebook/9780241981849.html
9.78036E+12,The Unbound Empire,Melissa Caruso,Paperback,$24.99,$21.75,23-04-2019,Little Brown,560,https://www.booktopia.com.au/the-unbound-empire-melissa-caruso/book/9780356510644.html
9.78024E+12,One Hundred Years of Solitude,Gabriel Garcia Marquez; Gregory Rabassa,ePUB,$15.99,$15.99,06-03-2014,Penguin Books Ltd,432,https://www.booktopia.com.au/one-hundred-years-of-solitude-gabriel-garcia-marquez/ebook/9780241968598.html
9.78032E+12,"Overlord, Vol. 10 (light novel)",Kugane Maruyama; so-bin,ePUB,$22,$20.99,21-05-2019,Yen Press,,https://www.booktopia.com.au/overlord-vol-10-light-novel--kugane-maruyama/ebook/9780316444996.html
9.78141E+12,Knife Edge,Malorie Blackman,ePUB,$9.99,$9.99,26-12-2008,RHCP,416,https://www.booktopia.com.au/knife-edge-malorie-blackman/ebook/9781407048017.html
9.78054E+12,Book Not Found,,,,,,,,
9.78151E+12,Book Not Found,,,,,,,,
9.78141E+12,Long Walk To Freedom,Nelson Mandela,ePUB,$12.99,$12.99,25-04-2013,"Little, Brown Book Group",784,https://www.booktopia.com.au/long-walk-to-freedom-nelson-mandela/ebook/9781405530743.html
9.78031E+12,The Last Stand of the Tin Can Sailors,James D. Hornfischer,ePUB,$17.14,$13.99,12-11-2008,Random House Publishing Group,,https://www.booktopia.com.au/the-last-stand-of-the-tin-can-sailors-james-d-hornfischer/ebook/9780307487308.html
9.78151E+12,Looking Good Dead,Peter James,Paperback,$22.99,$20.4,23-04-2019,Pan Macmillan UK,544,https://www.booktopia.com.au/looking-good-dead-peter-james/book/9781509898831.html
9.78125E+12,Network Effect,Martha Wells,ePUB,$19.5,$15.99,05-05-2020,Tor Publishing Group,,https://www.booktopia.com.au/network-effect-martha-wells/ebook/9781250229847.html
9.78014E+12,Matched,Ally Condie,ePUB,$9.99,$9.99,02-12-2010,Penguin Random House Children's UK,384,https://www.booktopia.com.au/matched-ally-condie/ebook/9780141966694.html
9.78125E+12,Gideon the Ninth,Tamsyn Muir,ePUB,$18.47,$14.99,10-09-2019,Tor Publishing Group,,https://www.booktopia.com.au/gideon-the-ninth-tamsyn-muir/ebook/9781250313171.html
9.78074E+12,Star Trek,Michael Jan Friedman,ePUB,$18.99,$18.99,01-09-2003,Pocket Books/Star Trek,352,https://www.booktopia.com.au/star-trek-michael-jan-friedman/ebook/9780743491600.html
9.78023E+12,Book Not Found,,,,,,,,
9.7803E+12,The Intimate Adventures Of A London Call Girl,Belle de Jour,ePUB,$12.99,$12.99,25-03-2010,Orion,304,https://www.booktopia.com.au/the-intimate-adventures-of-a-london-call-girl-belle-de-jour/ebook/9780297861027.html
9.78024E+12,Eat Yourself Healthy,Dr. Megan Rossi,ePUB,$19.99,$19.99,19-09-2019,Penguin Books Ltd,272,https://www.booktopia.com.au/eat-yourself-healthy-dr-megan-rossi/ebook/9780241984543.html
9.78031E+12,Fer-de-Lance,Rex Stout,ePUB,$8.55,$7.99,21-07-2010,Random House Publishing Group,,https://www.booktopia.com.au/fer-de-lance-rex-stout/ebook/9780307755926.html
9.78014E+12,The Outsider,Albert Camus; Sandra Smith,ePUB,$15.99,$15.99,31-10-2013,Penguin Books Ltd,128,https://www.booktopia.com.au/the-outsider-albert-camus/ebook/9780141904252.html
9.78031E+12,Book Not Found,,,,,,,,
9.78075E+12,Alias Grace,Margaret Atwood,ePUB,$12.99,$12.99,03-09-2009,"Little, Brown Book Group",560,https://www.booktopia.com.au/alias-grace-margaret-atwood/ebook/9780748113330.html
9.78131E+12,Book Not Found,,,,,,,,
9.78112E+12,INSPIRED,Marty Cagan,ePUB,$34.99,$34.99,21-11-2017,Wiley,368,https://www.booktopia.com.au/inspired-marty-cagan/ebook/9781119387565.html
9.78014E+12,Sniper One,Dan Mills,ePUB,$14.99,$14.99,15-05-2008,Penguin Books Ltd,384,https://www.booktopia.com.au/sniper-one-dan-mills/ebook/9780141909455.html
9.78058E+12,Red Seas Under Red Skies : Gentleman Bastard,Scott Lynch,ePUB,$12.99,$12.99,12-03-2009,Orion,640,https://www.booktopia.com.au/red-seas-under-red-skies-gentleman-bastard-scott-lynch/ebook/9780575085909.html
9.78014E+12,Book Not Found,,,,,,,,
9.78075E+12,A Memory of Light,Robert Jordan; Brandon Sanderson,ePUB,$11.99,$11.99,09-04-2013,"Little, Brown Book Group",768,https://www.booktopia.com.au/a-memory-of-light-robert-jordan/ebook/9780748117222.html
9.781E+12,Book Not Found,,,,,,,,
9.78075E+12,Ghost Story,Jim Butcher,ePUB,$12.99,$12.99,28-07-2011,"Little, Brown Book Group",416,https://www.booktopia.com.au/ghost-story-jim-butcher/ebook/9780748116607.html
9.78141E+12,Tom Clancy's True Faith and Allegiance,Mark Greaney,ePUB,$15.99,$15.99,01-12-2016,Penguin Books Ltd,496,https://www.booktopia.com.au/tom-clancy-s-true-faith-and-allegiance-mark-greaney/ebook/9781405922296.html
9.78141E+12,Memoirs of a Geisha,Arthur Golden,ePUB,$15.99,$15.99,02-12-2008,Random House,512,https://www.booktopia.com.au/memoirs-of-a-geisha-arthur-golden/ebook/9781407019666.html
9.78031E+12,Book Not Found,,,,,,,,
9.78014E+12,The House of Hades (Heroes of Olympus Book 4),Rick Riordan,ePUB,$9.99,$9.99,08-10-2013,Penguin Books Ltd,560,https://www.booktopia.com.au/the-house-of-hades-heroes-of-olympus-book-4--rick-riordan/ebook/9780141339214.html
9.78014E+12,Outliers,Malcolm Gladwell,ePUB,$15.99,$15.99,18-11-2008,Penguin Books Ltd,320,https://www.booktopia.com.au/outliers-malcolm-gladwell/ebook/9780141903491.html
9.78054E+12,The Baking Bible,Rose Levy Beranbaum,ePUB,$42.99,$42.99,28-10-2014,HarperCollins,0,https://www.booktopia.com.au/the-baking-bible-rose-levy-beranbaum/ebook/9780544188365.html
9.78141E+12,Equal Rites,Terry Pratchett,ePUB,$15.99,$15.99,24-11-2009,Transworld,288,https://www.booktopia.com.au/equal-rites-terry-pratchett/ebook/9781407034478.html
9.78076E+12,Cult Sci-Fi Movies,Danny Peary,ePUB,$5.99,$5.99,23-09-2014,Workman Publishing Company,104,https://www.booktopia.com.au/cult-sci-fi-movies-danny-peary/ebook/9780761184270.html
9.78006E+12,What Every BODY is Saying,Joe Navarro; Marvin Karlins,ePUB,$11.99,$11.99,13-10-2009,HarperCollins,272,https://www.booktopia.com.au/what-every-body-is-saying-joe-navarro/ebook/9780061755668.html
9.78024E+12,A Legacy of Spies,John le Carr?,ePUB,$15.99,$15.99,07-09-2017,Penguin Books Ltd,320,https://www.booktopia.com.au/a-legacy-of-spies-john-le-carr-/ebook/9780241981238.html
9.78032E+12,Book Not Found,,,,,,,,
9.781E+12,Book Not Found,,,,,,,,
9.78039E+12,Super Pumped,Mike Isaac,ePUB,$27.8,$22.99,03-09-2019,W. W. Norton & Company,,https://www.booktopia.com.au/super-pumped-mike-isaac/ebook/9780393652253.html
9.78059E+12,Shopaholic to the Rescue,Sophie Kinsella,ePUB,$15.99,$15.99,22-10-2015,Transworld,384,https://www.booktopia.com.au/shopaholic-to-the-rescue-sophie-kinsella/ebook/9780593074640.html
9.78014E+12,Two Can Keep a Secret,Karen M. McManus,ePUB,$12.99,$12.99,10-01-2019,Penguin Random House Children's UK,336,https://www.booktopia.com.au/two-can-keep-a-secret-karen-m-mcmanus/ebook/9780141375663.html
9.78076E+12,Rumour Has It,Jill Mansell,ePUB,$12.99,$12.99,03-05-2009,Headline,300,https://www.booktopia.com.au/rumour-has-it-jill-mansell/ebook/9780755353385.html
9.78141E+12,The Hare With Amber Eyes: A Hidden Inheritance,Edmund De Waal,ePUB,$18.99,$18.99,03-06-2010,Random House,368,https://www.booktopia.com.au/the-hare-with-amber-eyes-a-hidden-inheritance-edmund-de-waal/ebook/9781407052472.html
9.78019E+12,Book Not Found,,,,,,,,
9.78141E+12,One with You,Sylvia Day,ePUB,$15.99,$15.99,05-04-2016,Penguin Books Ltd,368,https://www.booktopia.com.au/one-with-you-sylvia-day/ebook/9781405916462.html
9.78014E+12,Percy Jackson and the Titan's Curse,Rick Riordan,ePUB,$12.99,$12.99,01-05-2008,Penguin Books Ltd,304,https://www.booktopia.com.au/percy-jackson-and-the-titan-s-curse-rick-riordan/ebook/9780141919133.html
9.78014E+12,The Enemy,Charlie Higson,ePUB,$9.99,$9.99,03-09-2009,Penguin Random House Children's UK,432,https://www.booktopia.com.au/the-enemy-charlie-higson/ebook/9780141931845.html
